experiment,m,algorithm,mean_time,std_time,relative_error
Exp2,20,Quick Sort 3-Way,0.00024154999991878886,0.00040105894520195293,1.6603558076455902
Exp2,20,Counting Sort,-0.001574670011177659,0.00038290657331657794,0.0
Exp2,20,Merge Sort,0.024694009975064542,0.0018738536299273089,0.07588292188346422
Exp2,22,Quick Sort,0.003861509996932,0.00031229383594230247,0.08087350186595979
Exp2,22,Quick Sort 3-Way,0.002360279986169189,0.00029929134335344044,0.1268033221089164
Exp2,22,Counting Sort,0.0009721199865452949,0.0015092595160927512,1.5525444770005548
Exp2,22,Merge Sort,0.02539041998097673,0.0015635567751239963,0.061580579458530425
Exp2,25,Quick Sort,0.0042267500190064314,0.0003959341182160052,0.09367341726754784
Exp2,25,Quick Sort 3-Way,0.0032975199865177274,0.0014977826405227906,0.4542148786502097
Exp2,25,Counting Sort,0.0006947000045329336,0.00010607584105335466,0.15269301908911379
Exp2,25,Merge Sort,0.026235730026382954,0.001764371732322061,0.0672507199360486
Exp2,28,Quick Sort,0.005474189994856715,0.0016849846186565737,0.3078052863053171
Exp2,28,Quick Sort 3-Way,0.0030508299940265717,0.00039006993827460747,0.1278569894220104
Exp2,28,Counting Sort,0.0007197599741630255,0.0003864662977819191,0.5369377454356535
Exp2,28,Merge Sort,0.027728599996771665,0.004045438182643408,0.1458940654455834
Exp2,31,Quick Sort,0.004953920026309788,0.0023998143892615823,0.4844273578330698
Exp2,31,Quick Sort 3-Way,0.001636730006430298,0.0013230228628233925,0.8083329917735793
Exp2,31,Counting Sort,-0.00170432998565957,0.000284420221608189,0.0
Exp2,31,Merge Sort,0.02324962003622204,0.0016896365180339853,0.07267372608247337
Exp2,35,Quick Sort,0.006279709981754422,0.0022735458382163905,0.3620463118236566
Exp2,35,Quick Sort 3-Way,0.0061491800006479025,0.0008496997172554027,0.1381809797673633
Exp2,35,Counting Sort,0.0026958099799230693,0.0020226009533485995,0.750275786651075
Exp2,35,Merge Sort,0.027867869986221195,0.005765454374620562,0.20688536215617465
Exp2,40,Quick Sort,0.004877029987983406,0.0021369925828384757,0.438174993408662
Exp2,40,Quick Sort 3-Way,0.0009761799708940088,0.0002792899290544878,0.2861049574687621
Exp2,40,Counting Sort,-0.0006118000135757028,0.0018168694409404723,0.0
Exp2,40,Merge Sort,0.02747657001018524,0.005913463717890957,0.2152184102928024
Exp2,45,Quick Sort,0.005862539983354509,0.0008661179302498989,0.14773765854204232
Exp2,45,Quick Sort 3-Way,0.0026467499788850545,0.0021588638065341433,0.815665938889916
Exp2,45,Counting Sort,-0.0015369600150734182,0.00018496034797265283,0.0
Exp2,45,Merge Sort,0.02512298000510782,0.0033566175718811064,0.13360746102566906
Exp2,50,Quick Sort,0.0071581199648790075,0.0028533586592803207,0.39861844636303895
Exp2,50,Quick Sort 3-Way,0.0034293399890884756,0.00028912766253750004,0.0843100023495631
Exp2,50,Counting Sort,0.00044758000876754555,0.0002953500752055639,0.6598821873631904
Exp2,50,Merge Sort,0.027323710010387005,0.0018745272525242521,0.06860441908553624
Exp2,57,Quick Sort,0.006039219989906997,0.0002794706950019097,0.04627595872794385
Exp2,57,Quick Sort 3-Way,0.006144969991873949,0.0033643111575547093,0.5474902500750439
Exp2,57,Counting Sort,0.0006547700264491141,0.0002316269889358169,0.3537531951362437
Exp2,57,Merge Sort,0.02643346000695601,0.0013967890027026285,0.05284170147741011
Exp2,64,Quick Sort,0.0061903400113806125,0.0016083120629978441,0.2598099716721614
Exp2,64,Quick Sort 3-Way,0.003717000025790185,0.0002618851167653824,0.07045604383866237
Exp2,64,Counting Sort,0.00041857000906020403,0.0001174802719528295,0.2806705435408584
Exp2,64,Merge Sort,0.030082089977804573,0.005116113925495493,0.1700717579553252
Exp2,72,Quick Sort,0.006288179999683052,0.0015884969181272843,0.25261632431122366
Exp2,72,Quick Sort 3-Way,0.0037410299992188803,0.0002796569675057154,0.07475400292542621
Exp2,72,Counting Sort,0.0004765399964526294,0.00021680991864579107,0.4549668868504789
Exp2,72,Merge Sort,0.02680972999660298,0.001720868107086667,0.06418819239525037
Exp2,81,Quick Sort,0.005259950004983693,0.00029086483939203916,0.05529802357749613
Exp2,81,Quick Sort 3-Way,0.003761749994009733,0.0015396430429763775,0.40928903978949377
Exp2,81,Counting Sort,-0.00015840994892641903,0.0002127702872430649,0.0
Exp2,81,Merge Sort,0.029302810004446657,0.0042086019470813155,0.14362451745899682
Exp2,91,Quick Sort,0.006051999982446432,0.0017433716292697863,0.2880653724927894
Exp2,91,Quick Sort 3-Way,0.0028370399726554752,0.00021864246154067803,0.07706710643771023
Exp2,91,Counting Sort,-0.0009176600258797407,0.00020126287407626732,0.0
Exp2,91,Merge Sort,0.03028597004013136,0.0063528911668047855,0.20976350298130425
Exp2,102,Quick Sort,0.006213500036392361,0.0015452519225090816,0.24869267135407871
Exp2,102,Quick Sort 3-Way,0.002800079993903637,0.00034168095464086134,0.12202542619667033
Exp2,102,Counting Sort,-0.0007533900090493263,0.0003531072358238797,0.0
Exp2,102,Merge Sort,0.026374639989808202,0.0017778272681010121,0.06740669327763364
Exp2,114,Quick Sort,0.007081680011469872,0.00044514729781114105,0.06285899632434061
Exp2,114,Quick Sort 3-Way,0.005533579981420189,0.0017986513803901572,0.32504298960698036
Exp2,114,Counting Sort,0.0007452099933288995,0.00020497006212990768,0.2750500717446013
Exp2,114,Merge Sort,0.02676864998647943,0.0019434772022427359,0.07260273503611
Exp2,129,Quick Sort,0.007739060022868218,0.0021482292473814233,0.2775827091447284
Exp2,129,Quick Sort 3-Way,0.004822790017351508,0.00033423015729815093,0.0693022412536421
Exp2,129,Counting Sort,0.0011710400111041967,0.001615333528999804,1.3794008007264196
Exp2,129,Merge Sort,0.029779840016271913,0.004993556128648576,0.16768243637037883
Exp2,145,Quick Sort,0.0076857299660332504,0.0033305428398364683,0.43334112108487516
Exp2,145,Quick Sort 3-Way,0.003492229955736547,0.0005482259455147496,0.15698449199034004
Exp2,145,Counting Sort,-0.0010044200229458512,0.00019301055936981338,0.0
Exp2,145,Merge Sort,0.02593588999006897,0.0021541936872029933,0.08305840624816996
Exp2,162,Quick Sort,0.007306950038764625,0.0005213321457710275,0.07134743538757908
Exp2,162,Quick Sort 3-Way,0.00601269998587668,0.002159543730069115,0.3591637259703127
Exp2,162,Counting Sort,0.0006543500232510265,0.00018522967209829677,0.2830742958913866
Exp2,162,Merge Sort,0.033064060041215274,0.004385370489307239,0.13263254675441408
Exp2,183,Quick Sort,0.007719649991486223,0.000494741532524541,0.06408859638327864
Exp2,183,Quick Sort 3-Way,0.006053450040053576,0.00144259811859285,0.23831007261110265
Exp2,183,Counting Sort,0.0006633500219322744,0.00015436574825672343,0.23270632871477256
Exp2,183,Merge Sort,0.02661962000420317,0.0014150667716611278,0.053158789322976525
Exp2,205,Quick Sort,0.008335620001889765,0.001752183099640066,0.21020429185145548
Exp2,205,Quick Sort 3-Way,0.005401249998249114,0.0004144998159873553,0.07674146098064723
Exp2,205,Counting Sort,0.0008583700051531193,0.00019802871225105072,0.23070320614910772
Exp2,205,Merge Sort,0.03668617001967505,0.0038333001666162993,0.10448897130881947
Exp2,231,Quick Sort,0.007534229988232255,0.002617678414618982,0.34743808175587215
Exp2,231,Quick Sort 3-Way,0.004124869988299906,0.00031929862930705274,0.07740816806656588
Exp2,231,Counting Sort,0.000545679999049753,0.002765016177895024,5.067101932836136
Exp2,231,Merge Sort,0.026383569999597966,0.0013574783872541327,0.05145165674223837
Exp2,259,Quick Sort,0.008646779984701427,0.0018191032053883078,0.21037926356479641
Exp2,259,Quick Sort 3-Way,0.005542379978578538,0.0004147293291601559,0.07482874338516973
Exp2,259,Counting Sort,0.00023701998870819842,0.00019622915801195372,0.8279013052082145
Exp2,259,Merge Sort,0.027263069979380817,0.0019355313440203089,0.07099462186335434
Exp2,291,Quick Sort,0.009446329995989797,0.001712162367070004,0.18125159377206382
Exp2,291,Quick Sort 3-Way,0.005899939988739789,0.0002911867892422979,0.04935419509317664
Exp2,291,Counting Sort,0.0009583399980328973,0.0002966781877162834,0.309575086425746
Exp2,291,Merge Sort,0.029874589981045578,0.004246518293466649,0.14214482261215708
Exp2,327,Quick Sort,0.01168147997232154,0.002091908849970758,0.17907909399557173
Exp2,327,Quick Sort 3-Way,0.00468731998698786,0.00036114459645004776,0.07704713940004008
Exp2,327,Counting Sort,-0.0003620900213718413,0.00024098201431670498,0.0
Exp2,327,Merge Sort,0.036347189988009634,0.003796085876493,0.10443959705675374
Exp2,367,Quick Sort,0.009298219985794276,0.002564012735761869,0.2757530731343355
Exp2,367,Quick Sort 3-Way,0.006220909999683499,0.0018183379314283534,0.29229452467900435
Exp2,367,Counting Sort,-9.117000736296211e-05,0.00027084681557356614,0.0
Exp2,367,Merge Sort,0.027971969998907296,0.0022290110009861833,0.07968730844031571
Exp2,413,Quick Sort,0.008883380028419197,0.0023476399361500306,0.264273275334343
Exp2,413,Quick Sort 3-Way,0.006228190008550882,0.0016234980477859869,0.2606693189445143
Exp2,413,Counting Sort,-0.0002118499949574474,0.00015355097650286768,0.0
Exp2,413,Merge Sort,0.033007200004067275,0.005494389814734558,0.16646034241188343
Exp2,464,Quick Sort,0.009952020039781928,0.0006847316193567236,0.06880327979843252
Exp2,464,Quick Sort 3-Way,0.007143569993786514,0.0016602478946749204,0.23241151078788422
Exp2,464,Counting Sort,0.0005709700402803718,0.0003306627739410065,0.5791245610341242
Exp2,464,Merge Sort,0.03593492999207228,0.007445064944069312,0.20718184078031573
Exp2,521,Quick Sort,0.013117529987357556,0.004996231025486127,0.38088199762466
Exp2,521,Quick Sort 3-Way,0.007935569970868528,0.0010680913584241282,0.13459541814199746
Exp2,521,Counting Sort,0.003661369998008012,0.0020929573901670526,0.5716323101204569
Exp2,521,Merge Sort,0.03888860000297427,0.0031914932844709673,0.08206757981071255
Exp2,585,Quick Sort,0.010773500008508564,0.0008013795439424065,0.0743843266635265
Exp2,585,Quick Sort 3-Way,0.0075121000176295635,0.0016005140200145483,0.21305813504325374
Exp2,585,Counting Sort,0.0012041699839755893,0.0003113485597314123,0.2585586452699056
Exp2,585,Merge Sort,0.03498406000435352,0.004800208541438048,0.13721130540139412
Exp2,657,Quick Sort,0.012260290025733412,0.0021820161929076536,0.17797427208718294
Exp2,657,Quick Sort 3-Way,0.007737840001937002,0.0004892404588788784,0.0632270063423911
Exp2,657,Counting Sort,0.0017455500084906817,0.001456844214468303,0.8346046847022086
Exp2,657,Merge Sort,0.02831931001273915,0.001387772460056918,0.04900445877504229
Exp2,739,Quick Sort,0.013246039999648929,0.0024198619466892957,0.18268568921379003
Exp2,739,Quick Sort 3-Way,0.008359679975546897,0.0013489492123227005,0.16136373835703577
Exp2,739,Counting Sort,0.0011732000042684377,0.00019076177391140763,0.16259953393910812
Exp2,739,Merge Sort,0.028637849993538113,0.0016838726496411689,0.05879885012391364
Exp2,830,Quick Sort,0.01282855001045391,0.002434680447260874,0.18978609782686798
Exp2,830,Quick Sort 3-Way,0.010064040019642562,0.0037420981795709095,0.371828626701329
Exp2,830,Counting Sort,0.0008314500097185374,0.00024348428679561512,0.29284296584233543
Exp2,830,Merge Sort,0.030480730021372436,0.003133339540216175,0.10279739159853273
Exp2,932,Quick Sort,0.013617779989726842,0.0034121569932256653,0.2505663181370071
Exp2,932,Quick Sort 3-Way,0.008694790012668818,0.0007826939827911544,0.09001873324723467
Exp2,932,Counting Sort,0.0008339399937540291,0.0003362227430182181,0.40317378412886995
Exp2,932,Merge Sort,0.030061819986440242,0.005484896165391493,0.18245389560131503
Exp2,1047,Quick Sort,0.012890170025639237,0.0013230226049006247,0.10263810347490081
Exp2,1047,Quick Sort 3-Way,0.008221999998204412,0.00021745221575069444,0.026447605910749628
Exp2,1047,Counting Sort,0.0014274299959652129,0.0013038288436567982,0.91341000773573
Exp2,1047,Merge Sort,0.03067294995998963,0.0038026221113750197,0.1239731462521613
Exp2,1176,Quick Sort,0.012293840013444423,0.002139222021906992,0.1740076346826996
Exp2,1176,Quick Sort 3-Way,0.011387950030621142,0.003409317888820604,0.299379421199888
Exp2,1176,Counting Sort,0.001300160016398877,0.0007705881849228822,0.5926871886563793
Exp2,1176,Merge Sort,0.02945076001342386,0.005710538405711152,0.19390122370724047
Exp2,1321,Quick Sort,0.013623499986715614,0.001704312612764345,0.12510093694177224
Exp2,1321,Quick Sort 3-Way,0.009380030026659368,0.00041631219408195695,0.04438282104628013
Exp2,1321,Counting Sort,0.0019099399796687067,0.001998893719829972,1.0465741023844608
Exp2,1321,Merge Sort,0.028160900040529672,0.00139685531182694,0.049602651542264654
Exp2,1484,Quick Sort,0.01515886002453044,0.0028048897859486548,0.18503302896192148
Exp2,1484,Quick Sort 3-Way,0.013450560008641333,0.004522455272975756,0.3362280284293217
Exp2,1484,Counting Sort,0.0027278900030069052,0.0014336580057559155,0.5255556507687698
Exp2,1484,Merge Sort,0.030156740010716027,0.0038419590049552695,0.12739967926208373
Exp2,1668,Quick Sort,0.015428289992269126,0.00510977049694752,0.33119486991156805
Exp2,1668,Quick Sort 3-Way,0.015261470014229414,0.0035503186419951326,0.23263280920415294
Exp2,1668,Counting Sort,0.0010737799806520344,0.000306915439937354,0.2858271205158667
Exp2,1668,Merge Sort,0.029068099975120276,0.0017181415098273746,0.05910745839246294
Exp2,1873,Quick Sort,0.020577799994498488,0.0026530999690727716,0.12893020487039833
Exp2,1873,Quick Sort 3-Way,0.010899829980917274,0.0018543757037790135,0.1701288650396874
Exp2,1873,Counting Sort,0.0013833299977704882,0.0002783122209908429,0.20119004246231809
Exp2,1873,Merge Sort,0.02839216002030298,0.00226156472672718,0.07965454988665727
Exp2,2104,Quick Sort,0.015242269984446468,0.0018894185574292281,0.12395913202936508
Exp2,2104,Quick Sort 3-Way,0.010976250027306378,0.0014692498103894816,0.13385717405619652
Exp2,2104,Counting Sort,0.001311950001399964,0.00021265780248225737,0.16209291684540808
Exp2,2104,Merge Sort,0.02801599001977593,0.001728427538665482,0.06169432304356975
Exp2,2364,Quick Sort,0.015555770008359107,0.0017814860797637558,0.11452252629130219
Exp2,2364,Quick Sort 3-Way,0.011160110007040203,0.0017026456421428342,0.1525653099359006
Exp2,2364,Counting Sort,0.001220420002937317,0.00023317369706965,0.19106020591963885
Exp2,2364,Merge Sort,0.028517890034709125,0.0026063854728068147,0.09139475149229423
Exp2,2656,Quick Sort,0.01880795997567475,0.005109577915906948,0.271671033036832
Exp2,2656,Quick Sort 3-Way,0.01552295999135822,0.0029731644772144736,0.19153334666002247
Exp2,2656,Counting Sort,0.0015180900110863152,0.0005713201690863857,0.37634143226959266
Exp2,2656,Merge Sort,0.028153280005790288,0.001832359110092253,0.06508510232965366
Exp2,2983,Quick Sort,0.015629870002157986,0.0026053090629628247,0.16668782674475954
Exp2,2983,Quick Sort 3-Way,0.012350929994136096,0.0017303210360120997,0.14009641677457582
Exp2,2983,Counting Sort,0.002289239992387593,0.0024919490399152398,1.0885486223382934
Exp2,2983,Merge Sort,0.027290760015603155,0.00215718951275189,0.0790446844103478
Exp2,3351,Quick Sort,0.015723300050012767,0.0016952784484256756,0.10781950627624759
Exp2,3351,Quick Sort 3-Way,0.012420249974820764,0.001806238554404465,0.1454269083203803
Exp2,3351,Counting Sort,0.0016387600102461875,0.00023218305113188514,0.14168215582524787
Exp2,3351,Merge Sort,0.03355986002134159,0.004154451911585743,0.12379228962647097
Exp2,3764,Quick Sort,0.016775580029934643,0.0013967508050834172,0.08326095447019002
Exp2,3764,Quick Sort 3-Way,0.012935100018512457,0.0018632537927692624,0.14404633826585111
Exp2,3764,Counting Sort,0.0017410299740731716,0.0002428552621030992,0.13948942046927248
Exp2,3764,Merge Sort,0.03171591002028436,0.004214277504254852,0.13287581852639738
Exp2,4229,Quick Sort,0.014786829974036663,0.0007388670902899278,0.049967916827830014
Exp2,4229,Quick Sort 3-Way,0.011214359977748244,0.0005497594128447345,0.04902280771578387
Exp2,4229,Counting Sort,0.0017823599861003455,0.002143975328634406,1.2028856938856918
Exp2,4229,Merge Sort,0.029167149960994725,0.005335650790935094,0.18293356732044333
Exp2,4750,Quick Sort,0.017036099964752794,0.00208504339920876,0.12238971381493743
Exp2,4750,Quick Sort 3-Way,0.013227069983258843,0.0016198528735197513,0.12246498094967039
Exp2,4750,Counting Sort,0.0016866999794729058,0.00014711742890705096,0.08722204938487353
Exp2,4750,Merge Sort,0.028120819968171413,0.0020806943889894224,0.07399124176835736
Exp2,5336,Quick Sort,0.019367989990860226,0.004720526631247219,0.24372826676773585
Exp2,5336,Quick Sort 3-Way,0.019259579991921783,0.006511732611309394,0.33810356269662517
Exp2,5336,Counting Sort,0.0023480499745346605,0.0002959249911676212,0.1260301076966081
Exp2,5336,Merge Sort,0.028900619980413468,0.0031172941984836987,0.10786253722571874
Exp2,5994,Quick Sort,0.017689280002377926,0.0017454540586542432,0.09867298490495974
Exp2,5994,Quick Sort 3-Way,0.01364865000359714,0.0005229248869707279,0.03831330474683647
Exp2,5994,Counting Sort,0.002880960039328784,0.0015443117457165315,0.5360406686086249
Exp2,5994,Merge Sort,0.03156975002493709,0.006504444103370569,0.20603407053374445
Exp2,6734,Quick Sort,0.01667698003584519,0.0005554471419769981,0.03330621855894355
Exp2,6734,Quick Sort 3-Way,0.013646950002294034,0.0018358256780394919,0.1345227818472913
Exp2,6734,Counting Sort,0.002187450008932501,0.0016601536128962634,0.7589447101039973
Exp2,6734,Merge Sort,0.02724997003097087,0.001508288232073815,0.05535008773806263
Exp2,7564,Quick Sort,0.017741579969879243,0.002034829769156463,0.11469270339006414
Exp2,7564,Quick Sort 3-Way,0.01749436997342855,0.004215958177269005,0.2409894259508884
Exp2,7564,Counting Sort,0.0044342500041238955,0.0015386997988020548,0.34700339344219405
Exp2,7564,Merge Sort,0.03276101995725185,0.004302723742373651,0.1313366845106792
Exp2,8497,Quick Sort,0.017695720004849137,0.0016033149133698413,0.0906046723688263
Exp2,8497,Quick Sort 3-Way,0.018407449999358505,0.004376010483422508,0.23773040174358812
Exp2,8497,Counting Sort,0.004573530016932637,0.0014426144909088531,0.31542692090526214
Exp2,8497,Merge Sort,0.027608639991376548,0.0014300364905791296,0.051796701721844904
Exp2,9545,Quick Sort,0.018670409999322145,0.0017944382910931441,0.09611134898260369
Exp2,9545,Quick Sort 3-Way,0.017690869991201907,0.003182127081866619,0.17987397360611246
Exp2,9545,Counting Sort,0.005215040035545826,0.0015499710742030788,0.29721173061729966
Exp2,9545,Merge Sort,0.03116295000072568,0.0036822071431691942,0.11815977444636813
Exp2,10722,Quick Sort,0.020440189994405954,0.005201390003794716,0.25446876987044764
Exp2,10722,Quick Sort 3-Way,0.01616941001266241,0.003764350412769378,0.23280691192946937
Exp2,10722,Counting Sort,0.0033624200033955274,0.0020507876563083,0.6099141850920824
Exp2,10722,Merge Sort,0.03094913000240922,0.00602575800328859,0.19469878483884742
Exp2,12045,Quick Sort,0.020541040028911085,0.003488846139848919,0.16984758974903125
Exp2,12045,Quick Sort 3-Way,0.016798979963641613,0.00502066692852767,0.2988673681017541
Exp2,12045,Counting Sort,0.003521500015631318,0.0016945032147404322,0.4811879049322252
Exp2,12045,Merge Sort,0.03224641000851988,0.006726963981706768,0.20861125253724133
Exp2,13530,Quick Sort,0.022138180013280363,0.004485886539157229,0.2026312251714555
Exp2,13530,Quick Sort 3-Way,0.013391309988219292,0.0021668982110862834,0.16181375929558528
Exp2,13530,Counting Sort,0.0015326000284403558,0.00023576576260020147,0.1538338498141146
Exp2,13530,Merge Sort,0.025971720018424092,0.0020105347361388673,0.07741245996463127
Exp2,15199,Quick Sort,0.019230100011918695,0.0016769641297672373,0.0872051694337453
Exp2,15199,Quick Sort 3-Way,0.021021989977452905,0.003013794414645451,0.14336389741779396
Exp2,15199,Counting Sort,0.002984779991675168,0.0001855445342052149,0.06216355467495629
Exp2,15199,Merge Sort,0.02685955000342801,0.0018528327142575786,0.06898226939844884
Exp2,17073,Quick Sort,0.019500670011620966,0.0017404316619928787,0.08924983915710123
Exp2,17073,Quick Sort 3-Way,0.023345169995445756,0.0024122194051240864,0.10332841463971644
Exp2,17073,Counting Sort,0.005414360004942864,0.002552557726336166,0.4714421878127593
Exp2,17073,Merge Sort,0.027480360004119575,0.001993261114017723,0.07253402479876223
Exp2,19179,Quick Sort,0.01974059999920428,0.002903869846833485,0.1471013974727484
Exp2,19179,Quick Sort 3-Way,0.015237079991493374,0.002123702507574585,0.13937726314754634
Exp2,19179,Counting Sort,0.00320279001025483,0.00034318317034988215,0.10715131783571935
Exp2,19179,Merge Sort,0.026691680029034614,0.0018638815086753449,0.06983005590685398
Exp2,21544,Quick Sort,0.01992853003321216,0.0037305168923351503,0.187194784869632
Exp2,21544,Quick Sort 3-Way,0.014795779972337188,0.004243352025284354,0.2867947504773593
Exp2,21544,Counting Sort,0.001661229971796275,0.00021721802908636294,0.1307573501406833
Exp2,21544,Merge Sort,0.02825473997509107,0.004509674264415793,0.15960770718086417
Exp2,24201,Quick Sort,0.01937050999840722,0.0021968834090848647,0.11341381353746019
Exp2,24201,Quick Sort 3-Way,0.016060159995686267,0.00197354678937307,0.12288462816703953
Exp2,24201,Counting Sort,0.004877610004041343,0.0003399385350862643,0.06969366858043351
Exp2,24201,Merge Sort,0.029184649966191502,0.005444028191049554,0.18653738171799567
Exp2,27185,Quick Sort,0.020773749996442346,0.00393628205447736,0.1894834613467225
Exp2,27185,Quick Sort 3-Way,0.014005770010408014,0.0018733817488676542,0.13375785461816814
Exp2,27185,Counting Sort,0.0035285099991597237,0.00016865640337896466,0.047798193407168565
Exp2,27185,Merge Sort,0.026355979999061675,0.002308635939049442,0.08759438803382132
Exp2,30538,Quick Sort,0.019798570021521297,0.0018853305142510636,0.09522559014119128
Exp2,30538,Quick Sort 3-Way,0.016656069969758387,0.0019466758890172664,0.11687486259074024
Exp2,30538,Counting Sort,0.005883849994279445,0.0002607106376665755,0.04430953167059844
Exp2,30538,Merge Sort,0.02791466999333352,0.0022266338761578325,0.07976572449860912
Exp2,34304,Quick Sort,0.019700069993268697,0.001763867863558064,0.08953612165645902
Exp2,34304,Quick Sort 3-Way,0.016326990013476463,0.001876346006575539,0.11492295916312707
Exp2,34304,Counting Sort,0.00662022999022156,0.0004687040946165103,0.0707987630805594
Exp2,34304,Merge Sort,0.027786620007827872,0.002208985706981332,0.07949817956840488
Exp2,38535,Quick Sort,0.019803030020557343,0.0019265620792187502,0.09728622727021086
Exp2,38535,Quick Sort 3-Way,0.016776830016169697,0.0014350208432632329,0.08553587548304081
Exp2,38535,Counting Sort,0.0076683299848809856,0.00164637694652349,0.21469823935192092
Exp2,38535,Merge Sort,0.027450090006459503,0.0028827069101110122,0.1050163008366333
Exp2,43287,Quick Sort,0.01936350000323728,0.0016471620016715403,0.0850653033488863
Exp2,43287,Quick Sort 3-Way,0.01630739998072386,0.00206997808205169,0.12693489363715277
Exp2,43287,Counting Sort,0.008291260013356805,0.0013485875699954819,0.16265170406222634
Exp2,43287,Merge Sort,0.027347949985414743,0.0017904563226760844,0.06546948943635533
Exp2,48626,Quick Sort,0.019660190027207137,0.0016917513762054201,0.086049594325602
Exp2,48626,Quick Sort 3-Way,0.016338309994898735,0.0016795447634547747,0.10279794935823683
Exp2,48626,Counting Sort,0.009445549990050494,0.0015201806099954813,0.1609414604334072
Exp2,48626,Merge Sort,0.027423699991777538,0.0014693433194769095,0.05357932444992701
Exp2,54622,Quick Sort,0.01985932004172355,0.0016119639140718656,0.08116913925981357
Exp2,54622,Quick Sort 3-Way,0.017492820008192213,0.0021908507087505954,0.12524285436679616
Exp2,54622,Counting Sort,0.012562940013594925,0.00281672462299173,0.224209032276173
Exp2,54622,Merge Sort,0.03399340000469238,0.007297522978830791,0.2146747009073366
Exp2,61359,Quick Sort,0.018666840007063,0.002314771242919507,0.124004450782439
Exp2,61359,Quick Sort 3-Way,0.015189940005075186,0.0015631833849404837,0.102909121722548
Exp2,61359,Counting Sort,0.0092867300263606,0.00017571237773230189,0.01892080174975887
Exp2,61359,Merge Sort,0.029222690011374657,0.00420980728706992,0.14405954022135856
Exp2,68926,Quick Sort,0.01989891001721844,0.0016722060567240218,0.08403505796433418
Exp2,68926,Quick Sort 3-Way,0.017610479996073992,0.0015062335410939754,0.08553052167969123
Exp2,68926,Counting Sort,0.01412240999052301,0.0032587878601318845,0.23075295663549833
Exp2,68926,Merge Sort,0.028004479990340763,0.0014700311350594381,0.052492713150413
Exp2,77426,Quick Sort,0.020481740008108318,0.0021144936655967755,0.10323798977819702
Exp2,77426,Quick Sort 3-Way,0.01751253000693396,0.0019772441191823905,0.11290453854466002
Exp2,77426,Counting Sort,0.014049820008222014,0.001422656718224303,0.10125800311973807
Exp2,77426,Merge Sort,0.02745420001447201,0.00158277687259077,0.05765153862638272
Exp2,86974,Quick Sort,0.01945392998168245,0.002028110828483577,0.10425198560872882
Exp2,86974,Quick Sort 3-Way,0.016337209986522792,0.0016098897739305457,0.09854129164395924
Exp2,86974,Counting Sort,0.0206101999967359,0.00218182597689734,0.1058614655482665
Exp2,86974,Merge Sort,0.03143473003292457,0.007943109480598842,0.2526857864622751
Exp2,97700,Quick Sort,0.019878720014821737,0.0014690594994698684,0.0739011112573911
Exp2,97700,Quick Sort 3-Way,0.01666565998457372,0.0018179900836316836,0.10908599391290082
Exp2,97700,Counting Sort,0.017101300007198006,0.0016019491547111977,0.09367411565418599
Exp2,97700,Merge Sort,0.02853505000239238,0.0025535314778041126,0.08948754172815623
Exp2,109749,Quick Sort,0.02037155001889914,0.0017614166259909384,0.08646453629482453
